experiment,mode,variant,lanes,cuvariant,compiler,compiler_ver,flags,stack_policy,copy_policy,nzstack,bcopy,opt_nzmax,minblocks,threads,proc_bind,device,nxp,nyp,nx,ny,ncols,nwet,nz,land_pct,reps,warm,nrun,ms_min,ms_med,ns_per_col,it_outer,it_inner,kd_sum,kd_min,kd_max,regs,local_b,status,git_hash,host,timestamp
nz,dc_gpu_acc,faithful,1,na,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=11 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,11,0,11,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,10,0,100,2,1,1.0663800000E+00,1.0663800000E+00,217.628571,4902,11606,6.8205675711E+02,0.0000000000E+00,2.1513709635E+00,,,OK,ad2cde0,Big-Chungus,20260803_054401
nz,dc_gpu_acc,faithful,1,na,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=31 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,31,0,31,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,30,0,79,2,1,3.7227848101E+00,3.7227848101E+00,759.752002,4900,96753,1.1269504893E+04,0.0000000000E+00,1.6245516804E+00,,,OK,ad2cde0,Big-Chungus,20260803_054401
nz,dc_gpu_omp,faithful,1,na,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -mp=gpu -gpu=cc70,mem:separate -DDC_DATA_OMP",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,10,0,100,2,1,1.1497690000E+00,1.1497690000E+00,234.646735,4902,11606,6.8205675711E+02,0.0000000000E+00,2.1513709635E+00,,,OK,ad2cde0,Big-Chungus,20260803_054401
nz,dc_gpu_omp,faithful,1,na,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -mp=gpu -gpu=cc70,mem:separate -DDC_DATA_OMP",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,30,0,85,2,1,3.4994129412E+00,3.4994129412E+00,714.165906,4900,96753,1.1269504893E+04,0.0000000000E+00,1.6245516804E+00,,,OK,ad2cde0,Big-Chungus,20260803_054401
nz,dc_gpu_omp,faithful,1,na,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=11 -DKS_VLEN=1 -stdpar=gpu -mp=gpu -gpu=cc70,mem:separate -DDC_DATA_OMP",fit,prod,11,0,11,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,10,0,100,2,1,1.0646010000E+00,1.0646010000E+00,217.265510,4902,11606,6.8205675711E+02,0.0000000000E+00,2.1513709635E+00,,,OK,ad2cde0,Big-Chungus,20260803_054401
nz,dc_gpu_omp,faithful,1,na,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=31 -DKS_VLEN=1 -stdpar=gpu -mp=gpu -gpu=cc70,mem:separate -DDC_DATA_OMP",fit,prod,31,0,31,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,30,0,86,2,1,3.4968372093E+00,3.4968372093E+00,713.640247,4900,96753,1.1269504893E+04,0.0000000000E+00,1.6245516804E+00,,,OK,ad2cde0,Big-Chungus,20260803_054401
nz,serial_do,faithful,1,na,gfortran,"GNU Fortran (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Intel(R) Xeon(R) CPU E5-2698 v4 @ 2.20GHz",32,32,38,38,1444,1444,10,0,100,2,1,2.1442148485E+00,2.1442148485E+00,1484.913330,1445,4160,2.2026715013E+02,0.0000000000E+00,2.0524172292E+00,,,OK,ad2cde0,Big-Chungus,20260803_054401
nz,serial_do,faithful,1,na,gfortran,"GNU Fortran (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Intel(R) Xeon(R) CPU E5-2698 v4 @ 2.20GHz",32,32,38,38,1444,1444,30,0,14,2,1,2.1760920844E+01,2.1760920844E+01,15069.889781,1444,28493,3.4001410348E+03,0.0000000000E+00,1.6094409216E+00,,,OK,ad2cde0,Big-Chungus,20260803_054401
nz,serial_do,faithful,1,na,gfortran,"GNU Fortran (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0","-O3 -I../common -DMODEL_NZ_STACK_MAX=11 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,11,0,11,0,1,close,"Intel(R) Xeon(R) CPU E5-2698 v4 @ 2.20GHz",32,32,38,38,1444,1444,10,0,100,2,1,1.8588734884E+00,1.8588734884E+00,1287.308510,1445,4160,2.2026715013E+02,0.0000000000E+00,2.0524172292E+00,,,OK,ad2cde0,Big-Chungus,20260803_054401
nz,serial_do,faithful,1,na,gfortran,"GNU Fortran (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0","-O3 -I../common -DMODEL_NZ_STACK_MAX=31 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,31,0,31,0,1,close,"Intel(R) Xeon(R) CPU E5-2698 v4 @ 2.20GHz",32,32,38,38,1444,1444,30,0,15,2,1,2.1370388055E+01,2.1370388055E+01,14799.437711,1444,28493,3.4001410348E+03,0.0000000000E+00,1.6094409216E+00,,,OK,ad2cde0,Big-Chungus,20260803_054401
nz,cuda_faithful,cuda_faithful,1,faithful,nvcc,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=128 -DKS_FULL_COPY",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,10,0,100,2,1,1.1147686331E+00,1.1147686331E+00,227.503803,4902,11606,6.8205675711E+02,0.0000000000E+00,2.1513709635E+00,80,66528,OK,ad2cde0,Big-Chungus,20260803_054401
nz,cuda_faithful,cuda_faithful,1,faithful,nvcc,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=128 -DKS_FULL_COPY",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,30,0,98,2,1,3.0776453110E+00,3.0776453110E+00,628.090880,4900,96753,1.1269504893E+04,0.0000000000E+00,1.6245516804E+00,80,66528,OK,ad2cde0,Big-Chungus,20260803_054401
nz,cuda_faithful,cuda_faithful,1,faithful,nvcc,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=11 -DKS_FULL_COPY",fit,prod,11,0,11,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,10,0,100,2,1,8.6778525660E-01,8.6778525660E-01,177.099032,4902,11606,6.8205675711E+02,0.0000000000E+00,2.1513709635E+00,96,6560,OK,ad2cde0,Big-Chungus,20260803_054401
nz,cuda_faithful,cuda_faithful,1,faithful,nvcc,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=31 -DKS_FULL_COPY",fit,prod,31,0,31,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,30,0,98,2,1,3.0770701417E+00,3.0770701417E+00,627.973498,4900,96753,1.1269504893E+04,0.0000000000E+00,1.6245516804E+00,96,16800,OK,ad2cde0,Big-Chungus,20260803_054401
nz,cuda_opt,cuda_opt,1,opt,nvcc,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=128 -DKS_USE_OPT -DKS_OPT_NZMAX=128 -DKS_MINBLOCKS=0 -DIDX32=1",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,10,0,100,2,1,8.9535614854E-01,8.9535614854E-01,182.725745,4902,11606,6.8205675711E+02,0.0000000000E+00,2.1513709635E+00,80,66496,OK,ad2cde0,Big-Chungus,20260803_054401
nz,cuda_opt,cuda_opt,1,opt,nvcc,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=128 -DKS_USE_OPT -DKS_OPT_NZMAX=128 -DKS_MINBLOCKS=0 -DIDX32=1",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,30,0,99,2,1,3.0619387189E+00,3.0619387189E+00,624.885453,4900,96753,1.1269504893E+04,0.0000000000E+00,1.6245516804E+00,80,66496,OK,ad2cde0,Big-Chungus,20260803_054401
nz,cuda_opt,cuda_opt,1,opt,nvcc,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=11 -DKS_USE_OPT -DKS_OPT_NZMAX=11 -DKS_MINBLOCKS=0 -DIDX32=1",fit,prod,11,0,11,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,10,0,100,2,1,8.6868847351E-01,8.6868847351E-01,177.283362,4902,11606,6.8205675711E+02,0.0000000000E+00,2.1513709635E+00,96,6560,OK,ad2cde0,Big-Chungus,20260803_054401
nz,cuda_opt,cuda_opt,1,opt,nvcc,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=31 -DKS_USE_OPT -DKS_OPT_NZMAX=31 -DKS_MINBLOCKS=0 -DIDX32=1",fit,prod,31,0,31,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,30,0,98,2,1,3.0851207387E+00,3.0851207387E+00,629.616477,4900,96753,1.1269504893E+04,0.0000000000E+00,1.6245516804E+00,96,16800,OK,ad2cde0,Big-Chungus,20260803_054401
