experiment,mode,variant,lanes,cuvariant,compiler,compiler_ver,flags,stack_policy,copy_policy,nzstack,bcopy,opt_nzmax,minblocks,threads,proc_bind,device,nxp,nyp,nx,ny,ncols,nwet,nz,land_pct,reps,warm,nrun,ms_min,ms_med,ns_per_col,it_outer,it_inner,kd_sum,kd_min,kd_max,regs,local_b,status,git_hash,host,timestamp
nz,dc_multicore,faithful,1,na,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=11 -DKS_VLEN=1 -stdpar=multicore",fit,prod,11,0,11,0,40,close,"Intel(R) Xeon(R) CPU E5-2698 v4 @ 2.20GHz",32,32,38,38,1444,1444,10,0,1092,2,1,3.2046996337E-01,3.2046996337E-01,221.932108,1445,4160,2.2026715013E+02,0.0000000000E+00,2.0524172292E+00,,,OK,ad2cde0,Big-Chungus,20260803_053235
nz,dc_multicore,faithful,1,na,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=31 -DKS_VLEN=1 -stdpar=multicore",fit,prod,31,0,31,0,40,close,"Intel(R) Xeon(R) CPU E5-2698 v4 @ 2.20GHz",32,32,38,38,1444,1444,30,0,292,2,1,1.2217263699E+00,1.2217263699E+00,846.070893,1444,28493,3.4001410348E+03,0.0000000000E+00,1.6094409216E+00,,,OK,ad2cde0,Big-Chungus,20260803_053235
nz,dc_gpu_acc,faithful,1,na,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,10,0,193,2,1,1.1951968912E+00,1.1951968912E+00,243.917733,4902,11606,6.8205675711E+02,0.0000000000E+00,2.1513709635E+00,,,OK,ad2cde0,Big-Chungus,20260803_053235
nz,dc_gpu_acc,faithful,1,na,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,30,0,88,2,1,3.4448181818E+00,3.4448181818E+00,703.024119,4900,96753,1.1269504893E+04,0.0000000000E+00,1.6245516804E+00,,,OK,ad2cde0,Big-Chungus,20260803_053235
nz,dc_gpu_acc,faithful,1,na,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=11 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,11,0,11,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,10,0,195,2,1,1.2229800000E+00,1.2229800000E+00,249.587755,4902,11606,6.8205675711E+02,0.0000000000E+00,2.1513709635E+00,,,OK,ad2cde0,Big-Chungus,20260803_053235
nz,dc_gpu_acc,faithful,1,na,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=31 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,31,0,31,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,30,0,77,2,1,3.7659727273E+00,3.7659727273E+00,768.565863,4900,96753,1.1269504893E+04,0.0000000000E+00,1.6245516804E+00,,,OK,ad2cde0,Big-Chungus,20260803_053235
nz,dc_gpu_omp,faithful,1,na,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -mp=gpu -gpu=cc70,mem:separate -DDC_DATA_OMP",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,10,0,192,2,1,1.2988338542E+00,1.2988338542E+00,265.068134,4902,11606,6.8205675711E+02,0.0000000000E+00,2.1513709635E+00,,,OK,ad2cde0,Big-Chungus,20260803_053235
nz,dc_gpu_omp,faithful,1,na,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -mp=gpu -gpu=cc70,mem:separate -DDC_DATA_OMP",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,30,0,85,2,1,3.5059870588E+00,3.5059870588E+00,715.507563,4900,96753,1.1269504893E+04,0.0000000000E+00,1.6245516804E+00,,,OK,ad2cde0,Big-Chungus,20260803_053235
nz,dc_gpu_omp,faithful,1,na,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=11 -DKS_VLEN=1 -stdpar=gpu -mp=gpu -gpu=cc70,mem:separate -DDC_DATA_OMP",fit,prod,11,0,11,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,10,0,209,2,1,1.2213679426E+00,1.2213679426E+00,249.258764,4902,11606,6.8205675711E+02,0.0000000000E+00,2.1513709635E+00,,,OK,ad2cde0,Big-Chungus,20260803_053235
nz,dc_gpu_omp,faithful,1,na,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=31 -DKS_VLEN=1 -stdpar=gpu -mp=gpu -gpu=cc70,mem:separate -DDC_DATA_OMP",fit,prod,31,0,31,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,30,0,79,2,1,3.7629481013E+00,3.7629481013E+00,767.948592,4900,96753,1.1269504893E+04,0.0000000000E+00,1.6245516804E+00,,,OK,ad2cde0,Big-Chungus,20260803_053235
nz,serial_do,faithful,1,na,gfortran,"GNU Fortran (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Intel(R) Xeon(R) CPU E5-2698 v4 @ 2.20GHz",32,32,38,38,1444,1444,10,0,152,2,1,1.9855231895E+00,1.9855231895E+00,1375.016059,1445,4160,2.2026715013E+02,0.0000000000E+00,2.0524172292E+00,,,OK,ad2cde0,Big-Chungus,20260803_053235
nz,serial_do,faithful,1,na,gfortran,"GNU Fortran (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Intel(R) Xeon(R) CPU E5-2698 v4 @ 2.20GHz",32,32,38,38,1444,1444,30,0,14,2,1,2.1601542298E+01,2.1601542298E+01,14959.516827,1444,28493,3.4001410348E+03,0.0000000000E+00,1.6094409216E+00,,,OK,ad2cde0,Big-Chungus,20260803_053235
nz,serial_do,faithful,1,na,gfortran,"GNU Fortran (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0","-O3 -I../common -DMODEL_NZ_STACK_MAX=11 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,11,0,11,0,1,close,"Intel(R) Xeon(R) CPU E5-2698 v4 @ 2.20GHz",32,32,38,38,1444,1444,10,0,166,2,1,1.8379088724E+00,1.8379088724E+00,1272.790078,1445,4160,2.2026715013E+02,0.0000000000E+00,2.0524172292E+00,,,OK,ad2cde0,Big-Chungus,20260803_053235
nz,serial_do,faithful,1,na,gfortran,"GNU Fortran (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0","-O3 -I../common -DMODEL_NZ_STACK_MAX=31 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,31,0,31,0,1,close,"Intel(R) Xeon(R) CPU E5-2698 v4 @ 2.20GHz",32,32,38,38,1444,1444,30,0,15,2,1,2.1469201737E+01,2.1469201737E+01,14867.868239,1444,28493,3.4001410348E+03,0.0000000000E+00,1.6094409216E+00,,,OK,ad2cde0,Big-Chungus,20260803_053235
nz,cuda_faithful,cuda_faithful,1,faithful,nvcc,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=128 -DKS_FULL_COPY",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,10,0,251,2,1,9.8356239254E-01,9.8356239254E-01,200.727019,4902,11606,6.8205675711E+02,0.0000000000E+00,2.1513709635E+00,80,66528,OK,ad2cde0,Big-Chungus,20260803_053235
nz,cuda_faithful,cuda_faithful,1,faithful,nvcc,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=128 -DKS_FULL_COPY",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,30,0,98,2,1,3.0764091120E+00,3.0764091120E+00,627.838594,4900,96753,1.1269504893E+04,0.0000000000E+00,1.6245516804E+00,80,66528,OK,ad2cde0,Big-Chungus,20260803_053235
nz,cuda_faithful,cuda_faithful,1,faithful,nvcc,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=11 -DKS_FULL_COPY",fit,prod,11,0,11,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,10,0,303,2,1,8.6463380859E-01,8.6463380859E-01,176.455879,4902,11606,6.8205675711E+02,0.0000000000E+00,2.1513709635E+00,96,6560,OK,ad2cde0,Big-Chungus,20260803_053235
nz,cuda_faithful,cuda_faithful,1,faithful,nvcc,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=31 -DKS_FULL_COPY",fit,prod,31,0,31,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,30,0,79,2,1,3.2364293496E+00,3.2364293496E+00,660.495786,4900,96753,1.1269504893E+04,0.0000000000E+00,1.6245516804E+00,96,16800,OK,ad2cde0,Big-Chungus,20260803_053235
nz,cuda_opt,cuda_opt,1,opt,nvcc,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=128 -DKS_USE_OPT -DKS_OPT_NZMAX=128 -DKS_MINBLOCKS=0 -DIDX32=1",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,10,0,296,2,1,8.9236359215E-01,8.9236359215E-01,182.115019,4902,11606,6.8205675711E+02,0.0000000000E+00,2.1513709635E+00,80,66496,OK,ad2cde0,Big-Chungus,20260803_053235
nz,cuda_opt,cuda_opt,1,opt,nvcc,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=128 -DKS_USE_OPT -DKS_OPT_NZMAX=128 -DKS_MINBLOCKS=0 -DIDX32=1",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,30,0,98,2,1,3.0607459502E+00,3.0607459502E+00,624.642031,4900,96753,1.1269504893E+04,0.0000000000E+00,1.6245516804E+00,80,66496,OK,ad2cde0,Big-Chungus,20260803_053235
nz,cuda_opt,cuda_opt,1,opt,nvcc,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=11 -DKS_USE_OPT -DKS_OPT_NZMAX=11 -DKS_MINBLOCKS=0 -DIDX32=1",fit,prod,11,0,11,0,1,close,"Tesla V100-DGXS-32GB",64,64,70,70,4900,4900,10,0,303,2,1,8.6543085835E-01,8.6543085835E-01,176.618543,4902,11606,6.8205675711E+02,0.0000000000E+00,2.1513709635E+00,96,6560,OK,ad2cde0,Big-Chungus,20260803_053235
