experiment,mode,impl,launcher,variant,lanes,compiler,compiler_ver,flags,stack_policy,copy_policy,nzstack,bcopy,opt_nzmax,minblocks,threads,proc_bind,device,nxp,nyp,nx,ny,ncols,nwet,nz,land_pct,reps,warm,nrun,ms_min,ms_med,ns_per_col,it_outer,it_inner,kd_sum,kd_min,kd_max,regs,local_b,status,git_hash,host,timestamp
nz,dc_gpu_acc,dc,solo,faithful,1,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=76 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,76,0,76,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,75,0,8,2,3,1.3922950000E+02,1.3926476250E+02,959.297078,145137,2936000,5.1066355936E+05,0.0000000000E+00,1.6167913874E+00,0,0,OK,ad2cde0,Big-Chungus,20260803_065354
nz,dc_gpu_acc,dc,solo,faithful,1,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=101 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,101,0,101,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,100,0,6,2,3,1.9794336667E+02,1.9808096667E+02,1363.838075,145137,2935887,5.1127272001E+05,0.0000000000E+00,1.6168895263E+00,0,0,OK,ad2cde0,Big-Chungus,20260803_065354
nz,dc_gpu_acc,dc,cmp,faithful,1,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -DKS_WITH_CUDA -DKS_OPT_NZMAX=128 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,10,0,100,2,3,4.4210480000E+00,4.4245290000E+00,30.461206,145197,299883,1.7667795128E+04,0.0000000000E+00,2.1728299233E+00,0,0,OK,ad2cde0,Big-Chungus,20260803_065354
nz,cuda_faithful,cuda_faithful,cmp,cuda,1,nvfortran,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=128 -DKS_OPT_NZMAX=128 -DKS_MINBLOCKS=0 -DIDX32=1 -DKS_FULL_COPY",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,10,0,100,2,3,4.3431490000E+00,4.3892100000E+00,29.924478,145197,299883,1.7667795128E+04,0.0000000000E+00,2.1728299233E+00,80,66528,OK,ad2cde0,Big-Chungus,20260803_065354
nz,cuda_opt,cuda_opt,cmp,cuda,1,nvfortran,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=128 -DKS_OPT_NZMAX=128 -DKS_MINBLOCKS=0 -DIDX32=1 -DKS_FULL_COPY",prod,opt,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,10,0,100,2,3,3.8356280000E+00,3.8408990000E+00,26.427637,145197,299883,1.7667795128E+04,0.0000000000E+00,2.1728299233E+00,80,66496,OK,ad2cde0,Big-Chungus,20260803_065354
nz,dc_gpu_acc,dc,cmp,faithful,1,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -DKS_WITH_CUDA -DKS_OPT_NZMAX=128 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,25,0,34,2,3,2.9939497059E+01,2.9946464706E+01,206.284387,145137,2778428,2.4191559953E+05,0.0000000000E+00,1.6641704327E+00,0,0,OK,ad2cde0,Big-Chungus,20260803_065354
nz,cuda_faithful,cuda_faithful,cmp,cuda,1,nvfortran,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=128 -DKS_OPT_NZMAX=128 -DKS_MINBLOCKS=0 -DIDX32=1 -DKS_FULL_COPY",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,25,0,37,2,3,2.7368970270E+01,2.7370535135E+01,188.573350,145137,2778428,2.4191559953E+05,0.0000000000E+00,1.6641704327E+00,80,66528,OK,ad2cde0,Big-Chungus,20260803_065354
nz,cuda_opt,cuda_opt,cmp,cuda,1,nvfortran,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=128 -DKS_OPT_NZMAX=128 -DKS_MINBLOCKS=0 -DIDX32=1 -DKS_FULL_COPY",prod,opt,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,25,0,38,2,3,2.6339342105E+01,2.6340181579E+01,181.479169,145137,2778428,2.4191559953E+05,0.0000000000E+00,1.6641704327E+00,80,66496,OK,ad2cde0,Big-Chungus,20260803_065354
nz,dc_gpu_acc,dc,cmp,faithful,1,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -DKS_WITH_CUDA -DKS_OPT_NZMAX=128 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,30,0,26,2,3,3.9594153846E+01,3.9620803846E+01,272.805376,145137,2866522,3.2998816625E+05,0.0000000000E+00,1.6473860971E+00,0,0,OK,ad2cde0,Big-Chungus,20260803_065354
nz,cuda_faithful,cuda_faithful,cmp,cuda,1,nvfortran,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=128 -DKS_OPT_NZMAX=128 -DKS_MINBLOCKS=0 -DIDX32=1 -DKS_FULL_COPY",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,30,0,28,2,3,3.5843353571E+01,3.5852242857E+01,246.962205,145137,2866522,3.2998816625E+05,0.0000000000E+00,1.6473860971E+00,80,66528,OK,ad2cde0,Big-Chungus,20260803_065354
nz,cuda_opt,cuda_opt,cmp,cuda,1,nvfortran,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=128 -DKS_OPT_NZMAX=128 -DKS_MINBLOCKS=0 -DIDX32=1 -DKS_FULL_COPY",prod,opt,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,30,0,29,2,3,3.4852934483E+01,3.4861241379E+01,240.138176,145137,2866522,3.2998816625E+05,0.0000000000E+00,1.6473860971E+00,80,66496,OK,ad2cde0,Big-Chungus,20260803_065354
nz,dc_gpu_acc,dc,cmp,faithful,1,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -DKS_WITH_CUDA -DKS_OPT_NZMAX=128 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,50,0,13,2,3,8.2994315385E+01,8.3011315385E+01,571.834304,145137,2935578,4.9695304208E+05,0.0000000000E+00,1.6157044966E+00,0,0,OK,ad2cde0,Big-Chungus,20260803_065354
nz,cuda_faithful,cuda_faithful,cmp,cuda,1,nvfortran,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=128 -DKS_OPT_NZMAX=128 -DKS_MINBLOCKS=0 -DIDX32=1 -DKS_FULL_COPY",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,50,0,14,2,3,7.3455571429E+01,7.3456357143E+01,506.111959,145137,2935578,4.9695304208E+05,0.0000000000E+00,1.6157044966E+00,80,66528,OK,ad2cde0,Big-Chungus,20260803_065354
nz,cuda_opt,cuda_opt,cmp,cuda,1,nvfortran,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=128 -DKS_OPT_NZMAX=128 -DKS_MINBLOCKS=0 -DIDX32=1 -DKS_FULL_COPY",prod,opt,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,50,0,14,2,3,7.2660364286E+01,7.2701642857E+01,500.632949,145137,2935578,4.9695304208E+05,0.0000000000E+00,1.6157044966E+00,80,66496,OK,ad2cde0,Big-Chungus,20260803_065354
nz,dc_gpu_acc,dc,cmp,faithful,1,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -DKS_WITH_CUDA -DKS_OPT_NZMAX=128 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,75,0,8,2,3,1.3955062500E+02,1.3957712500E+02,961.509643,145137,2936000,5.1066355936E+05,0.0000000000E+00,1.6167913874E+00,0,0,OK,ad2cde0,Big-Chungus,20260803_065354
nz,cuda_faithful,cuda_faithful,cmp,cuda,1,nvfortran,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=128 -DKS_OPT_NZMAX=128 -DKS_MINBLOCKS=0 -DIDX32=1 -DKS_FULL_COPY",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,75,0,9,2,3,1.2097144444E+02,1.2102212222E+02,833.498312,145137,2936000,5.1066355936E+05,0.0000000000E+00,1.6167913874E+00,80,66528,OK,ad2cde0,Big-Chungus,20260803_065354
nz,cuda_opt,cuda_opt,cmp,cuda,1,nvfortran,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=128 -DKS_OPT_NZMAX=128 -DKS_MINBLOCKS=0 -DIDX32=1 -DKS_FULL_COPY",prod,opt,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,75,0,9,2,3,1.2042944444E+02,1.2047090000E+02,829.763909,145137,2936000,5.1066355936E+05,0.0000000000E+00,1.6167913874E+00,80,66496,OK,ad2cde0,Big-Chungus,20260803_065354
nz,dc_gpu_acc,dc,cmp,faithful,1,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -DKS_WITH_CUDA -DKS_OPT_NZMAX=128 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,100,0,6,2,3,1.9558846667E+02,1.9574598333E+02,1347.612715,145137,2935887,5.1127272001E+05,0.0000000000E+00,1.6168895263E+00,0,0,OK,ad2cde0,Big-Chungus,20260803_065354
nz,cuda_faithful,cuda_faithful,cmp,cuda,1,nvfortran,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=128 -DKS_OPT_NZMAX=128 -DKS_MINBLOCKS=0 -DIDX32=1 -DKS_FULL_COPY",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,100,0,6,2,3,1.6853013333E+02,1.6860768333E+02,1161.179667,145137,2935887,5.1127272001E+05,0.0000000000E+00,1.6168895263E+00,80,66528,OK,ad2cde0,Big-Chungus,20260803_065354
nz,cuda_opt,cuda_opt,cmp,cuda,1,nvfortran,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=128 -DKS_OPT_NZMAX=128 -DKS_MINBLOCKS=0 -DIDX32=1 -DKS_FULL_COPY",prod,opt,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,100,0,6,2,3,1.6833350000E+02,1.6844586667E+02,1159.824855,145137,2935887,5.1127272001E+05,0.0000000000E+00,1.6168895263E+00,80,66496,OK,ad2cde0,Big-Chungus,20260803_065354
nz,dc_gpu_acc,dc,cmp,faithful,1,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=11 -DKS_VLEN=1 -DKS_WITH_CUDA -DKS_OPT_NZMAX=11 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,11,0,11,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,10,0,100,2,3,3.8983010000E+00,3.9035580000E+00,26.859457,145197,299883,1.7667795128E+04,0.0000000000E+00,2.1728299233E+00,0,0,OK,ad2cde0,Big-Chungus,20260803_065354
nz,cuda_faithful,cuda_faithful,cmp,cuda,1,nvfortran,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=11 -DKS_OPT_NZMAX=11 -DKS_MINBLOCKS=0 -DIDX32=1 -DKS_FULL_COPY",fit,prod,11,0,11,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,10,0,100,2,3,3.7556410000E+00,3.7570400000E+00,25.876524,145197,299883,1.7667795128E+04,0.0000000000E+00,2.1728299233E+00,96,6560,OK,ad2cde0,Big-Chungus,20260803_065354
nz,cuda_opt,cuda_opt,cmp,cuda,1,nvfortran,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=11 -DKS_OPT_NZMAX=11 -DKS_MINBLOCKS=0 -DIDX32=1 -DKS_FULL_COPY",fit,opt,11,0,11,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,10,0,100,2,3,3.7529080000E+00,3.7542510000E+00,25.857693,145197,299883,1.7667795128E+04,0.0000000000E+00,2.1728299233E+00,96,6560,OK,ad2cde0,Big-Chungus,20260803_065354
nz,dc_gpu_acc,dc,cmp,faithful,1,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=26 -DKS_VLEN=1 -DKS_WITH_CUDA -DKS_OPT_NZMAX=26 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,26,0,26,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,25,0,35,2,3,2.8995057143E+01,2.9007680000E+01,199.777156,145137,2778428,2.4191559953E+05,0.0000000000E+00,1.6641704327E+00,0,0,OK,ad2cde0,Big-Chungus,20260803_065354
nz,cuda_faithful,cuda_faithful,cmp,cuda,1,nvfortran,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=26 -DKS_OPT_NZMAX=26 -DKS_MINBLOCKS=0 -DIDX32=1 -DKS_FULL_COPY",fit,prod,26,0,26,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,25,0,39,2,3,2.6231048718E+01,2.6239615385E+01,180.733023,145137,2778428,2.4191559953E+05,0.0000000000E+00,1.6641704327E+00,80,14288,OK,ad2cde0,Big-Chungus,20260803_065354
nz,cuda_opt,cuda_opt,cmp,cuda,1,nvfortran,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=26 -DKS_OPT_NZMAX=26 -DKS_MINBLOCKS=0 -DIDX32=1 -DKS_FULL_COPY",fit,opt,26,0,26,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,25,0,39,2,3,2.6234951282E+01,2.6244151282E+01,180.759912,145137,2778428,2.4191559953E+05,0.0000000000E+00,1.6641704327E+00,80,14272,OK,ad2cde0,Big-Chungus,20260803_065354
nz,dc_gpu_acc,dc,cmp,faithful,1,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=31 -DKS_VLEN=1 -DKS_WITH_CUDA -DKS_OPT_NZMAX=31 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,31,0,31,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,30,0,26,2,3,3.8863611538E+01,3.8910846154E+01,267.771909,145137,2866522,3.2998816625E+05,0.0000000000E+00,1.6473860971E+00,0,0,OK,ad2cde0,Big-Chungus,20260803_065354
nz,cuda_faithful,cuda_faithful,cmp,cuda,1,nvfortran,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=31 -DKS_OPT_NZMAX=31 -DKS_MINBLOCKS=0 -DIDX32=1 -DKS_FULL_COPY",fit,prod,31,0,31,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,30,0,30,2,3,3.4428230000E+01,3.4434996667E+01,237.211945,145137,2866522,3.2998816625E+05,0.0000000000E+00,1.6473860971E+00,96,16800,OK,ad2cde0,Big-Chungus,20260803_065354
nz,cuda_opt,cuda_opt,cmp,cuda,1,nvfortran,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=31 -DKS_OPT_NZMAX=31 -DKS_MINBLOCKS=0 -DIDX32=1 -DKS_FULL_COPY",fit,opt,31,0,31,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,30,0,30,2,3,3.4388003333E+01,3.4398000000E+01,236.934781,145137,2866522,3.2998816625E+05,0.0000000000E+00,1.6473860971E+00,96,16800,OK,ad2cde0,Big-Chungus,20260803_065354
nz,dc_gpu_acc,dc,cmp,faithful,1,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=51 -DKS_VLEN=1 -DKS_WITH_CUDA -DKS_OPT_NZMAX=51 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,51,0,51,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,50,0,12,2,3,8.3439908333E+01,8.3444000000E+01,574.904458,145137,2935578,4.9695304208E+05,0.0000000000E+00,1.6157044966E+00,0,0,OK,ad2cde0,Big-Chungus,20260803_065354
nz,cuda_faithful,cuda_faithful,cmp,cuda,1,nvfortran,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=51 -DKS_OPT_NZMAX=51 -DKS_MINBLOCKS=0 -DIDX32=1 -DKS_FULL_COPY",fit,prod,51,0,51,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,50,0,14,2,3,7.2091064286E+01,7.2095785714E+01,496.710448,145137,2935578,4.9695304208E+05,0.0000000000E+00,1.6157044966E+00,96,27040,OK,ad2cde0,Big-Chungus,20260803_065354
nz,cuda_opt,cuda_opt,cmp,cuda,1,nvfortran,"Build cuda_12.9.r12.9/compiler.36037853_0","-O3 -arch=sm_70 -I../common --compiler-options -fPIC -DMODEL_NZ_STACK_MAX=51 -DKS_OPT_NZMAX=51 -DKS_MINBLOCKS=0 -DIDX32=1 -DKS_FULL_COPY",fit,opt,51,0,51,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,50,0,14,2,3,7.2089214286E+01,7.2096571429E+01,496.697701,145137,2935578,4.9695304208E+05,0.0000000000E+00,1.6157044966E+00,96,27040,OK,ad2cde0,Big-Chungus,20260803_065354
nz,dc_gpu_acc,dc,cmp,faithful,1,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=76 -DKS_VLEN=1 -DKS_WITH_CUDA -DKS_OPT_NZMAX=76 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,76,0,76,0,1,close,"Tesla V100-DGXS-32GB",473,297,479,303,145137,145137,75,0,8,2,3,1.3913288750E+02,1.3919898750E+02,958.631414,145137,2936000,5.1066355936E+05,0.0000000000E+00,1.6167913874E+00,0,0,OK,ad2cde0,Big-Chungus,20260803_065354
